,index,0
1652,interrompido,6
1653,faziam,19
1654,estalar,1
1655,folhas,45
1656,secas,4
1657,deviam,12
1658,envolvia,6
1659,sombras,17
1660,pardacentas,1
1661,ocaso,8
1662,habituado,3
1663,ilusão,2
1664,deixar,26
1665,sobressaltarse,1
1666,instante,38
1667,saindo,6
1668,meditação,3
1669,viuse,6
1670,claroescuro,1
1671,floresta,62
1672,involuntariamente,5
1673,ergueu,28
1674,através,6
1675,descobria,6
1676,centelha,1
1677,indicasse,2
1678,reprimir,2
1679,sardônica,1
1680,veio,31
1681,lábios,95
1682,dê,4
1683,cuidado,9
1684,li,3
1685,estaremos,1
1686,voltouse,28
1687,rugando,2
1688,sobrolho,3
1689,segunda,15
1690,dizeis,12
1691,palavra,106
1692,desagrada,1
1693,pareceis,1
1694,querer,15
1695,entender,3
1696,faltavos,2
1697,animo,3
1698,proferir,6
1699,falai,13
1700,abertamente,3
1701,guarde,1
1702,tocar,17
1703,sagrados,1
1704,lançaram,3
1705,faisca,5
1706,conservouse,5
1707,calmo,11
1708,sereno,13
1709,sabeis,32
1710,faltarei,1
1711,dela,54
1712,desejais,3
1713,fale,3
1714,claramente,4
1715,mim,50
1716,tenho,41
1717,dito,8
1718,claro,10
1719,vós,64
1720,duvido,1
1721,razão,54
1722,dizeime,6
1723,ouvistes,2
1724,adivinhei,2
1725,vosso,36
1726,depressa,5
1727,confessei,3
1728,mérito,2
1729,adivinhar,8
1730,observei,1
1731,haverdes,1
1732,eisnos,1
1733,opor,1
1734,cumprese,1
1735,nele,19
1736,interessa,2
1737,levando,10
1738,punho,10
1739,colhendo,2
1740,rédeas,1
1741,gesto,61
1742,ameaça,15
1743,explica,1
1744,recebestes,1
1745,dúvida,9
1746,sei,29
1747,nenhum,15
1748,tenha,7
1749,darme,2
1750,arrogância,2
1751,naturalmente,11
1752,virtude,5
1753,cortesmente,1
1754,partistes,1
1755,segundafeira,3
1756,designado,1
1757,domingo,7
1758,ah,24
1759,reparastes,1
1760,nisto,13
1761,mordendo,3
1762,despeito,3
1763,deixei,1
1764,observar,1
1765,fizestes,7
1766,justamente,5
1767,observastes,1
1768,voz,89
1769,trêmula,21
1770,conterse,1
1771,escapou,4
1772,circunstância,4
1773,pena,14
1774,repetir,1
1775,somenos,1
1776,dizei,7
1777,perdido,16
1778,entendem,1
1779,satisfazervos,1
1780,noto,1
1781,carregou,3
1782,mandavos,1
1783,estar,21
1784,prece,16
1785,dom,9
1786,lamentar,1
1787,empregueis,1
1788,futilidades,1
1789,gaste,1
1790,semelhantes,2
1791,fazem,3
1792,boa,23
1793,distração,4
1794,excelente,4
1795,vede,4
1796,passam,2
1797,percebe,1
1798,simplicidade,4
1799,fingida,3
1800,containos,1
1801,curioso,3
1802,apanha,1
1803,passeia,1
1804,estrelas,14
1805,empalideceu,6
1806,saberei,3
1807,fizerdes,1
1808,honra,20
1809,está,41
1810,parecendo,1
1811,vossa,51
1812,habilidade,2
1813,observador,1
1814,levouvos,1
1815,oficio,2
1816,espião,3
1817,adaga,3
1818,dominou,1
1819,voltou,34
1820,bonomia,1
1821,habitual,5
1822,gracejar,3
1823,enganaisvos,1
1824,picando,1
1825,encostandose,1
1826,falovos,2
1827,seriamente,3
1828,sois,23
1829,infame,4
1830,proferirdes,1
1831,esmagovos,1
1832,cobra,7
1833,venenosa,1
1834,fisionomia,31
1835,alterou,1
1836,conservou,3
1837,impassibilidade,4
1838,indiferença,6
1839,sarcasmo,1
1840,desapareceu,20
1841,energia,16
1842,maldade,3
1843,acentuou,2
1844,vigorosos,1
1845,duro,3
1846,cumpre,5
1847,diga,3
1848,cabe,1
1849,ameaçar,2
1850,nós,36
1851,deveis,13
1852,saber,19
1853,temer,3
1854,esqueceis,5
1855,falais,9
1856,altivez,13
1857,superior,14
1858,acrescentou,2
1859,surda,8
1860,segredo,36
1861,parando,2
1862,seguir,7
1863,misturouse,2
1864,aproximouse,25
1865,clareiras,1
1866,assemelham,1
1867,zimbórios,1
1868,rugido,4
1869,espantoso,1
1870,estremecer,6
1871,encheu,3
1872,estridentes,1
1873,empalideceram,4
1874,olharam,2
1875,engatilharam,1
1876,arcabuzes,4
1877,seguiram,10
1878,lentamente,20
1879,cauteloso,1
1880,ramos,8
1881,iv,4
1882,caçada,5
1883,clareira,3
1884,passava,69
1885,curiosa,2
1886,abóbada,4
1887,encostado,6
1888,decepado,3
1889,raio,34
1890,túnica,7
1891,algodão,20
1892,indígenas,2
1893,chamavam,3
1894,aimará,1
1895,apertada,1
1896,cintura,11
1897,faixa,3
1898,caíalhe,1
1899,perna,3
1900,desenhava,9
1901,talhe,4
1902,delgado,3
1903,esbelto,1
1904,junco,2
1905,diáfana,3
1906,pele,12
1907,cor,23
1908,cobre,4
1909,brilhava,5
1910,reflexos,13
1911,dourados,5
1912,cabelos,27
1913,pretos,4
1914,cortados,1
1915,rentes,1
1916,tez,2
1917,lisa,6
1918,cantos,7
1919,exteriores,1
1920,erguidos,1
1921,pupila,6
1922,móbil,2
1923,cintilante,1
1924,boca,24
1925,modelada,1
1926,guarnecida,1
1927,alvos,4
1928,davam,4
1929,oval,1
1930,inculta,7
1931,cingida,1
1932,fita,4
1933,prendiam,4
1934,plumas,4
1935,matizadas,1
1936,descrevendo,2
1937,espiral,1
1938,rogar,2
1939,pescoço,16
1940,flexível,5
1941,mãos,70
1942,delicadas,5
1943,nervosa,1
1944,ornada,2
1945,axorca,2
1946,frutos,18
1947,amarelos,2
1948,apoiavase,3
1949,firme,10
1950,andar,3
1951,veloz,5
1952,corrida,5
1953,arco,36
1954,flechas,9
1955,calda,1
1956,esquerda,12
1957,verticalmente,1
1958,forcado,3
1959,pau,5
1960,enegrecido,1
1961,fogo,53
1962,perto,29
1963,dele,61
1964,atirada,2
1965,clavina,22
1966,tauxiada,2
1967,bolsa,4
1968,conter,4
1969,munições,4
1970,faca,25
1971,flamenga,1
1972,cujo,16
1973,proibido,2
1974,erguia,5
1975,fitava,6
1976,sebe,1
1977,elevava,18
1978,agitava,7
1979,imperceptivelmente,4
1980,ali,26
1981,distinguiamse,2
1982,ondulações,3
1983,felinas,1
1984,dorso,2
1985,negro,6
1986,brilhante,24
1987,marchetado,2
1988,pardo,3
1989,viamse,2
1990,sombra,44
1991,raios,17
1992,vítreos,1
1993,pálidos,6
1994,semelhavam,1
1995,cristalização,1
1996,ferida,11
1997,onça,23
1998,enorme,7
1999,garras,5
2000,apoiadas,2
2001,grosso,3
2002,árvore,61
2003,suspensos,2
2004,galho,19
2005,encolhia,1
2006,corpo,97
2007,preparando,1
2008,salto,8
2009,gigantesco,3
2010,flancos,1
2011,cauda,6
2012,movia,1
2013,monstruosa,2
2014,procurando,7
2015,arremessar,1
2016,pulo,9
2017,riso,2
2018,sardônico,3
2019,feroz,11
2020,contraialhe,1
2021,mandíbulas,4
2022,mostrava,9
2023,linha,13
2024,ventas,1
2025,dilatadas,3
2026,aspiravam,4
2027,fortemente,4
2028,pareciam,12
2029,deleitarse,2
2030,odor,2
2031,sangue,44
2032,vítima,5
2033,sorrindo,38
2034,indolentemente,3
2035,seco,1
2036,perdia,3
2037,desses,36
2038,movimentos,9
2039,esperava,33
2040,inimigo,78
2041,calma,28
2042,serenidade,7
2043,contempla,1
2044,agradável,3
2045,fixidade,1
2046,pensamento,48
2047,curto,5
2048,fera,17
2049,mediramse,1
2050,mutuamente,3
2051,agachouse,2
2052,formar,1
2053,apareceu,20
2054,redor,17
2055,injetado,1
2056,eriçou,1
2057,ficou,46
2058,imóvel,19
2059,hesitando,1
2060,arriscar,4
2061,acurvara,1
2062,ligeiramente,12
2063,joelhos,23
2064,apertava,5
2065,endireitouse,1
2066,tirar,10
2067,viu,64
2068,parara,2
2069,intimando,1
2070,continuassem,1
2071,procurasse,2
2072,pontaria,4
2073,bateu,8
2074,impaciência,9
2075,apontando,10
2076,peito,37
2077,foram,24
2078,ditas,8
2079,pronúncia,2
2080,doce,40
2081,sonora,3
2082,resolução,26
2083,riu,1
2084,eis,12
2085,original,7
2086,ofenda,2
2087,amiga,5
2088,cacique,20
2089,agradecerá,1
2090,resposta,10
2091,empurrou,1
2092,desdenhosamente,3
2093,exprimir,4
2094,quisesse,7
2095,abatido,7
2096,tiro,8
2097,compreenderam,5
2098,precaução,7
2099,necessária,7
2100,direto,1
2101,fizeram,7
2102,menor,50
2103,demonstração,1
2104,ofensiva,1
2105,passou,42
2106,rapidamente,26
2107,segundo,13
2108,deixasse,7
2109,prosseguiram,1
2110,entranharamse,1
2111,observava,1
2112,eriçado,1
2113,ousara,1
2114,investir,1
2115,retirarse,3
2116,temendo,9
2117,exporse,1
2118,tiros,8
2119,distanciarse,1
2120,sumirse,3
2121,alegria,28
2122,contentamento,4
2123,ouviuse,18
2124,rumor,28
2125,galhos,11
2126,espedaçavam,2
2127,houvesse,8
2128,tombado,1
2129,metido,3
2130,adversário,2
2131,trinta,9
2132,palmos,5
2133,compreendeu,22
2134,imediatamente,30
2135,disto,9
2136,instintos,7
2137,carniceiros,3
2138,sede,9
2139,voraz,1
2140,cavalos,1
2141,desdenhava,1
2142,fraca,5
2143,saciála,1
2144,formulou,5
2145,flecha,20
2146,delgada,1
2147,espinho,2
2148,ouriço,1
2149,esticou,3
2150,corda,17
2151,excedia,2
2152,terço,1
2153,sibilo,3
2154,acompanhado,8
2155,bramido,4
2156,seta,22
2157,despedida,8
2158,cravara,1
2159,orelha,1
2160,açoitando,2
2161,ferirlhe,1
2162,mandíbula,1
2163,inferior,2
2164,voltado,10
2165,ameaçador,2
2166,terrível,45
2167,aguçando,1
2168,rugindo,1
2169,fúria,2
2170,vingança,30
2171,saltos,1
2172,novamente,2
2173,lata,9
2174,travar,1
2175,sabia,60
2176,tranqüilamente,11
2177,inquietação,8
2178,sentira,7
2179,escapasse,4
2180,desaparecera,1
2181,satisfeito,10
2182,consideravamse,1
2183,vítimas,2
2184,imoladas,1
2185,demorou,2
2186,retraiuse,1
2187,elasticidade,3
2188,extraordinária,14
2189,atirouse,5
2190,estilhaço,1
2191,cair,31
2192,apoiado,9
2193,patas,5
2194,detrás,6
2195,estendidas,2
2196,degolar,1
2197,prontos,7
2198,cortarlhe,2
2199,jugular,1
2200,velocidade,8
2201,monstruoso,2
2202,tal,25
2203,vira,11
2204,negros,10
2205,azevichada,1
2206,tocava,9
2207,digno,18
2208,princípio,17
2209,dobrado,2
2210,forquilha,3
2211,única,10
2212,fixos,1
2213,magnetizavam,1
2214,lançara,3
2215,curvouse,7
2216,fugindo,4
2217,apresentou,6
2218,gancho,2
2219,peso,11
2220,ligeireza,3
2221,cerrarlhe,1
2222,colo,12
2223,vacilou,6
2224,distendeuse,1
2225,flexibilidade,1
2226,cascavel,5
2227,lançar,7
2228,bote,3
2229,fincando,2
2230,costas,16
2231,arremessouse,1
2232,ventre,2
2233,subjugada,2
2234,prostrada,1
2235,debatiase,1
2236,vencedor,11
2237,debalde,7
2238,alcançálo,1
2239,luta,23
2240,durou,3
2241,minutos,7
2242,apoiados,2
2243,pernas,8
2244,inclinado,4
2245,encontrando,2
2246,obstáculos,3
2247,passagem,13
2248,asfixiado,1
2249,estrangulação,2
2250,segurando,4
2251,meteu,6
2252,debaixo,5
2253,tirou,31
2254,ticum,1
2255,enrolada,1
2256,muitas,5
2257,voltas,6
2258,laços,8
2259,abriu,18
2260,dianteiras,1
2261,ligandoas,1
2262,acabou,10
2263,amarrar,2
2264,pudesse,27
2265,correu,24
2266,folha,13
2267,cajueirobravo,1
2268,tornou,6
2269,cova,3
2270,borrifar,1
2271,tornando,5
2272,aproveitava,2
2273,reforçar,1
2274,seriam,2
2275,impotentes,1
2276,cutia,1
2277,tímida,3
2278,arisca,1
2279,lezíria,1
2280,adiantando,1
2281,focinho,2
2282,escondeuse,3
2283,arrepiando,1
2284,afogueado,1
2285,saltou,11
2286,abateua,1
2287,daí,10
2288,apanhando,1
2289,palpitava,5
2290,arrancou,6
2291,gotas,10
2292,quente,1
2293,fumegante,3
2294,moribundo,9
2295,carniça,2
2296,sabor,4
2297,filtrando,2
2298,presas,4
2299,caíra,6
2300,contorção,1
2301,violenta,15
2302,soltar,6
2303,urro,1
2304,exalouse,1
2305,num,51
2306,gemido,6
2307,abafado,5
2308,sorria,11
2309,esforços,5
2310,arrebentar,1
2311,cordas,4
2312,atavam,2
2313,serem,3
2314,retorções,1
2315,cautela,4
2316,tinhalhe,5
2317,ligado,2
2318,dedos,12
2319,privarlhe,1
2320,usar,4
2321,unhas,3
2322,longas,7
2323,retorcidas,2
2324,arma,36
2325,satisfez,1
2326,prazer,41
2327,contemplar,7
2328,cativo,5
2329,secos,1
2330,biribá,1
2331,rogando,6
2332,atrito,2
2333,tratou,4
2334,preparar,7
2335,caça,12
2336,jantar,3
2337,acabado,2
2338,refeição,9
2339,favos,2
2340,mel,10
2341,abelha,3
2342,fabrica,1
2343,colmeias,1
2344,regato,3
2345,bebeu,2
2346,goles,1
2347,lavou,3
2348,cuidou,4
2349,pôrse,1
2350,passando,6
2351,suspendeu,1
2352,vergando,1
2353,debatia,2
2354,contorções,1
2355,seguido,4
2356,momentos,26
2357,entreabriuse,3
2358,moita,3
2359,surdir,1
2360,completamente,13
2361,nu,1
2362,ornado,2
2363,trofa,1
2364,amarelas,4
2365,lançou,13
2366,espantado,3
2367,examinou,6
2368,cautelosamente,2
2369,ardia,3
2370,restos,3
2371,deitouse,4
2372,encostando,2
2373,ouvido,52
2374,entranhou,2
2375,direção,16
2376,v,4
2377,loura,7
2378,morena,3
2379,moça,114
2380,embalançava,3
2381,rede,10
2382,acácia,3
2383,silvestre,2
2384,estremecendo,10
2385,deixava,19
2386,miúdas,1
2387,perfumadas,2
2388,cerrados,2
2389,languidamente,1
2390,embeberem,1
2391,abaixavam,1
2392,pálpebras,7
2393,rosadas,3
2394,vermelhos,3
2395,úmidos,3
2396,gardênia,1
2397,campos,16
2398,orvalhada,1
2399,hálito,6
2400,exalavase,1
2401,alva,14
2402,pura,11
2403,froco,1
2404,tingiase,1
2405,longes,4
2406,corderosa,5
2407,desmaiando,1
2408,morrer,54
2409,linhas,10
2410,suaves,4
2411,trajo,6
2412,mimoso,10
2413,conceber,2
2414,mistura,2
2415,vestido,8
2416,branco,10
2417,cassa,2
2418,saiote,2
2419,riço,1
2420,apanhado,1
2421,broche,1
2422,arminho,1
2423,pérola,1
2424,penugem,2
2425,macia,3
2426,certas,4
2427,orlava,1
2428,talho,6
2429,mangas,2
2430,realçar,2
2431,harmonioso,1
2432,contorno,1
2433,arqueado,1
2434,louros,3
2435,enrolados,1
2436,negligentemente,1
2437,ricas,3
2438,tranças,2
2439,descobriam,1
2440,caíam,2
2441,presos,1
2442,rendinha,1
2443,finíssima,2
2444,fios,5
2445,perfeição,3
2446,mãozinha,8
2447,afilada,1
2448,brincava,4
2449,carregado,1
2450,seguravase,1
2451,imprimir,2
2452,oscilação,4
2453,infantil,3
2454,cedendo,2
2455,languidez,7
2456,produz,3
2457,calmosa,1
2458,corresse,3
2459,sopros,2
2460,tépidos,1
2461,brisa,10
2462,impregnados,1
2463,perfumes,8
2464,madressilvas,1
2465,açucenas,1
2466,excitavam,1
2467,enlevo,8
2468,bafejavam,1
2469,alma,94
2470,inocente,23
2471,indefinido,1
2472,mitos,1
2473,sonhava,6
2474,nuvens,15
2475,passavam,8
2476,céu,69
2477,anilado,2
2478,vinha,27
2479,tímido,6
2480,suplicante,15
2481,corava,4
2482,vivo,18
2483,acendia,1
2484,rosado,2
2485,casto,3
2486,desvanecendo,1
2487,acabava,27
2488,pousar,7
2489,palpitante,4
2490,contente,18
2491,voltavaos,1
2492,desgosto,3
2493,lindo,19
2494,sonhara,2
2495,via,30
2496,sonho,16
2497,assomos,2
2498,cólera,14
2499,rainha,6
2500,ofendida,5
2501,arquear,1
2502,sobrancelhas,2
2503,louras,2
2504,bater,8
2505,relva,19
2506,pezinho,3
2507,magoados,1
2508,cheios,4
2509,preces,4
2510,mudas,2
2511,resignação,4
2512,sentia,48
2513,inexprimível,6
2514,ficava,12
2515,fugia,6
2516,chorar,8
2517,enxugavalhe,1
2518,lágrimas,33
2519,sentiase,9
2520,consolada,1
2521,conservava,13
2522,melancolia,10
2523,alegre,21
2524,conseguia,2
2525,desvanecer,2
2526,portinha,4
2527,abriuse,6
2528,roçando,1
2529,diferente,4
2530,formosura,2
2531,encantador,3
2532,contraste,4
2533,indolência,3
2534,vivacidade,11
2535,desdenhosos,1
2536,provocador,1
2537,poder,36
2538,sedução,2
2539,irresistível,6
2540,parou,14
2541,deitada,4
2542,furtarse,1
2543,admiração,20
2544,inspirava,5
2545,delicada,12
2546,contornos,2
2547,imperceptível,11
2548,esvaeceuse,1
2549,logo,30
2550,sentouse,16
2551,bandas,4
2552,reclinando,3
2553,beijála,1
2554,dormindo,2
2555,sentindo,9
2556,estremecimento,1
2557,fitouos,1
2558,preguiçosa,1
2559,projetavam,1
2560,dormes,1
2561,dormi,1
2562,sinto,6
2563,fácil,8
2564,cantarem,1
2565,nascer,5
2566,queres,29
2567,acreditar,8
2568,vem,13
2569,cá,6
2570,hás,5
2571,tens,14
2572,és,51
2573,travessa,4
2574,passarinho,4
2575,veres,2
2576,cansa,2
2577,compreendo,3
2578,estás,8
2579,enfastiada,1
2580,viver,18
2581,nestes,5
2582,ermos,1
2583,habituei,1
2584,montes,5
2585,querolhes,1
2586,tivessem,9
2587,te,163
2588,faltame,1
2589,possa,9
2590,adivinho,1
2591,adivinhas,1
2592,quê,32
2593,admirada,6
2594,falta,22
2595,olha,13
2596,tua,86
2597,esperando,8
2598,chames,1
2599,teu,48
2600,veadinho,2
2601,doces,11
2602,peri,716
2603,rindose,3
2604,idéia,65
2605,cativos,1
2606,fazeres,1
2607,tuas,9
2608,travessuras,1
2609,vês,5
2610,feio,8
2611,desengraçado,1
2612,aborrecida,1
2613,viste,2
2614,saiu,18
2615,ontem,10
2616,vá,3
2617,terlhe,1
2618,sucedido,3
2619,desgraça,24
2620,suceder,3
2621,anda,2
2622,batendo,7
2623,mato,13
2624,correndo,12
2625,bravia,2
2626,ficar,23
2627,voltar,10
2628,acontecer,2
2629,teremlhe,1
2630,apertado,1
2631,saudades,2
2632,abandonasse,2
2633,pensas,5
2634,andará,1
2635,preocupada,1
2636,caiu,27
2637,veado,2
2638,nela,12
2639,suavidade,3
2640,pusera,1
2641,deu,33
2642,estalinho,2
2643,saltar,6
2644,regaço,4
2645,abandonarás,1
2646,senhora,227
2647,acetinado,2
2648,faças,3
2649,reparando,3
2650,moca,7
2651,pedirás,1
2652,tio,3
2653,caçarte,1
2654,farás,2
2655,domesticar,1
2656,ficará,5
2657,manso,1
2658,repreensão,3
2659,tratas,1
2660,injustamente,2
2661,pobre,18
2662,mal,32
2663,trate,1
2664,escura,6
2665,mãe,80
2666,cão,7
2667,últimas,3
2668,amarga,3
2669,perfeitamente,11
2670,ressentida,2
2671,conhecer,18
2672,cuidas,2
2673,percebo,1
2674,desdém,8
2675,tratam,2
2676,desconfiança,3
2677,querem,2
2678,respeitam,5
2679,devem,4
2680,abanou,9
2681,tristemente,14
2682,vaite,1
2683,consolarme,1
2684,zanga,3
2685,amargo,2
2686,escuta,8
2687,chamandoa,1
2688,sabes,23
2689,severa,4
2690,comigo,11
2691,canses,1
2692,provarme,1
2693,amas,7
2694,desprezam,1
2695,amarei,1
2696,pedi,7
2697,tratasses,1
2698,irmã,28
2699,causou,1
2700,imaginas,1
2701,sêlo,1
2702,sejas,2
2703,ti,34
2704,murmurado,1
2705,dalma,1
2706,exijo,4
2707,serei,7
2708,seres,2
2709,importa,8
2710,irmão,32
2711,deves,10
2712,obedecer,5
2713,sorrir,14
2714,beijandoa,2
2715,ouviste,1
2716,fico,1
2717,zangada,6
2718,estavas,2
2719,cismando,1
2720,mil,13
2721,desaparecido,6
2722,feiticeira,2
2723,cedido,3
2724,risonha,5
2725,faceira,1
2726,respirando,2
2727,misturada,1
2728,estouvamento,1
2729,dão,5
2730,passada,4
2731,erguendose,9
2732,apinhou,1
2733,botão,3
2734,rosa,1
2735,imitou,1
2736,encantadora,3
2737,arrulhos,3
2738,juriti,2
2739,aninharse,3
2740,estremencendo,1
2741,contato,11
2742,alisava,1
2743,dormir,10
2744,garridice,2
2745,mães,1
2746,falam,1
2747,filhinhos,1
2748,recémnascidos,1
2749,rolinha,7
2750,sono,24
2751,agasalhar,1
2752,carinho,4
2753,solicitude,5
2754,envolta,6
2755,tropel,2
2756,entravam,2
2757,grito,40
2758,surpresa,19
2759,susto,27
2760,chegam,1
2761,corando,12
2762,achas,2
2763,voltaram,6
2764,reparar,3
2765,perturbação,7
2766,sabe,19
2767,houve,14
2768,dezenove,2
2769,maquinalmente,2
2770,contaste,1
2771,amanhã,14
2772,semanas,2
2773,trazem,4
2774,repetiu,5
2775,carregando,3
2776,encomendei,1
2777,irte,1
2778,jambo,3
2779,inveja,1
2780,moreninho,1
2781,daria,5
2782,pôr,5
2783,moças,17
2784,tomaram,4
2785,dirigindose,9
2786,vi,7
2787,passeavam,2
2788,projetava,2
2789,porte,5
2790,conheciase,3
2791,vestia,1
2792,gibão,13
2793,velado,3
2794,preto,2
2795,alamares,1
2796,café,1
2797,aberturas,1
2798,calções,2
2799,estofo,1
2800,botas,3
2801,preguilha,1
2802,linho,5
2803,alvíssimo,1
2804,cercava,3
2805,descoberto,5
2806,sustentava,2
2807,bela,25
2808,nobre,42
2809,feltro,3
2810,pluma,4
2811,escapavamse,1
2812,anéis,2
2813,calam,3
2814,espuma,5
2815,brilhavam,12
2816,expressiva,1
2817,pequenos,8
2818,sessenta,3
2819,devido,1
2820,ativa,2
2821,seguro,7
2822,estivesse,11
2823,caminhava,5
2824,aires,85
2825,gomes,70
2826,escudeiro,64
2827,antigo,4
2828,depositava,1
2829,confiança,11
2830,discrição,2
2831,sagacidade,5
2832,inquieta,7
2833,ordinária,3
2834,alongados,1
2835,certa,13
2836,semelhança,2
2837,raposa,4
2838,aumentada,1
2839,bizarro,1
2840,belbutina,1
2841,pinhão,1
2842,véstia,2
2843,compridas,1
2844,negues,1
2845,dizia,31
2846,lentos,1
2847,terreno,6
2848,estou,25
2849,parecer,1
2850,confesso,2
2851,cometeu,2
2852,imprudência,8
2853,matando,1
2854,dize,9
2855,barbaria,1
2856,loucura,11
2857,penses,1
2858,desculpo,1
2859,julgais,5
2860,demasiada,1
2861,criatura,6
2862,inofensiva,2
2863,comete,1
2864,ação,23
2865,indigna,5
2866,acompanhas,2
2867,trato,3
2868,meus,18
2869,inimigos,48
2870,tantos,19
2871,cairmeia,1
2872,desvario,2
2873,erguesse,1
2874,casta,8
2875,partilho,2
2876,idéias,12
2877,vogam,1
2878,atacam,2
2879,conquistamos,1
2880,pensa,3
2881,princípios,3
2882,sra,4
2883,azedume,1
2884,discorríamos,1
2885,faláveis,2
2886,receios,3
2887,temem,2
2888,animarão,1
2889,atacarvos,2
2890,digote,1
2891,enganas,3
2892,procuras,1
2893,enganarme,1
2894,conheces,2
2895,caráter,14
2896,paixão,20
2897,dominante,2
2898,sacrificam,1
2899,desconheço,1
2900,dizes,6
2901,julgarem,1
2902,ofendidos,1
2903,sofrerão,2
2904,vingarse,4
2905,experiência,6
2906,queira,1
2907,enganeis,1
2908,voltandose,7
2909,continuarem,1
2910,passeio,9
2911,viram,11
2912,cavaleiro,1
2913,atravessava,5
2914,deixame,1
2915,estejamos,1
2916,preparados,1
2917,recebêlos,1
2918,vierem,1
2919,retrucou,10
2920,teimoso,2
2921,afastandose,2
2922,dirigiuse,23
2923,sentado,11
2924,aproximarse,10
2925,ergueuse,28
2926,esperouo,1
2927,atitude,3
2928,respeitosa,5
2929,infringistes,1
2930,ordens,9
2931,recomendações,1
2932,expressas,1
2933,ofendestes,2
2934,excitastes,1
2935,pusestes,1
2936,risco,11
2937,dedicados,7
2938,cometestes,3
2939,má,7
2940,assassinando,1
2941,mostra,2
2942,trazeis,1
2943,mereço,4
2944,injúria,6
2945,castigaime,1
2946,rebaixeis,1
2947,rebaixa,1
2948,praticastes,1
2949,envergonhar,1
2950,tirando,2
2951,servir,12
2952,proíbovos,1
2953,tireis,1
2954,bainha,1
2955,defender,13
2956,inclinouse,6
2957,partireis,2
2958,brevemente,1
2959,ireis,2
2960,pedir,9
2961,botelho,1
2962,guardar,5
2963,combatereis,1
2964,cristão,18
2965,prol,1
2966,religião,18
2967,conquistando,1
2968,gentio,3
